basin_id,PC1,PC2,PC3
SB1,-4.345168663122006,2.0214608742118108,4.868447170189442e-16
SB2,4.2679450915025186,2.133210911422614,4.868447170189442e-16
SB3,0.07722357161948501,-4.154671785634424,4.868447170189443e-16
